id,input_arabic,input_english,prediction_arabic,prediction_english,ground_truth,Level,quadrant
1895,"الخطأ في إضافة الأسس الآزوتية أثناء التنسخ شائع يورث كخلال :
A) جسدية سائدة
B) مرتبطة بالصبغي X سائدة
C) جسدية متنحية
D) مرتبطة بالصبغي X متنحية+","Errors in the addition of nitrogenous bases during transcription are common and are inherited as:
A) Autosomal dominant
B) X-linked dominant
C) Autosomal recessive
D) X-linked recessive+",C,C,D,Y1,both_wrong
304,"من صفات غشاء الأمعاء الغليظة المخاطي :
A) لا توجد فيه زغابات معوية إطلاقا
B) الغدد المعوية طويلة ومتكدسة.
C) الخلايا الكأسية والماصة غزيرة جدا
D) كل ما سبق صحيح.","Characteristics of the large intestine's mucous membrane:
A) It contains no intestinal villi.
B) The intestinal glands are long and densely packed.

C) Goblet cells and absorptive cells are very abundant.
D) All of the above are true.",A,A,D,Y2,both_wrong
27,"يساهم بتشكيل مسبع ويليس ما عدا:
A) السباتي الظاهر
B) السباتي الباطن الأيسر
C) القاعدي
D) السباتي الباطن الأيمن","All of the following contribute to the formation of Willis's heptagon:
A) External carotid
B) Left internal carotid
C) Basilar
D) Right internal carotid",C,B,A,Y1,both_wrong
2148,"تحمل بداية السلسلة الببتيدية مجموعة :
A) أمين
B) متيل
C) هيدروكسيل
D) كربوكسيل","The beginning of a peptide chain carries a:
A) amine group
B) methyl group
C) hydroxyl group
D) carboxyl group",A,A,B,Y1,both_wrong
893,"الغمد الليف العاطف:
A) يشكل نفق مسدود بعيداً
B) فى الإبهام يمر فية وتران
C) له غشاء زليلى
D) يرتكز على اللفافه العميقة","The fibrous sheath of the flexor muscle:
A) forms a distal occluded tunnel
B) in the thumb contains two tendons
C) has a synovial membrane
D) rests on the deep fascia",B,C,A,Y1,both_wrong
4959,"16. مريضة عمرها 50 عاماً بعد أسبوعين من استئصال رحم تام لآفة سليمة، راجعت قسم الإسعاف بقصة خروج مفرزات برازية غزيرة من الجرح في اليوم الثالث مع حالة عامة متوسطة، وفلغمون في منطقة الجرح. فالحالة هي أحد ما يلي ماعدا:
A) 1. ناسور جلدي معوي مع الأعور.
B) 2. ناسور جلدي معوي مع الدقاق.
C) 3. ناسور جلدي معوي مع السين.
D) 4. ناسور جلدي معوي مع المستقيم.","16. A 50-year-old female patient, two weeks after a total hysterectomy for a benign lesion, presented to the emergency department with a history of profuse fecal discharge from the wound on the third day, a moderate general condition, and phlegmon in the wound area. The diagnosis is one of the following except:

A) 1. Cutaneous enteric fistula with the cecum.

B) 2. Cutaneous enteric fistula with the ileum.

C) 3. Cutaneous enteric fistula with the sigmoid bone.

D) 4. Cutaneous enteric fistula with the rectum.",A,D,B,Y3,both_wrong
3345,"تتمايز كيسة المتحول الثنائية الهشة بوجود:
A) نواة.
B) نواتين.
C) 3 نوات
D) 0 نواة
E) كل ما ورد خطأ","The fragile binary amoeba is differentiated by the presence of:
A) One nucleus.

B) Two nuclei.

C) Three nuclei.
D) No nuclei.
E) All of the above are incorrect.",D,B,E,Y3,both_wrong
3160,"في انصبابات الجنب القيحية كل مما يلي صحيح في فحص سائل الجنب ما عدا
A) الألبومين أكثر من 30 غ\لتر
B) السكر 15 مغ\100مل
C) LDH2000 وحدة\100مل
D) الكريات البيضاء أقل من 10 بالساحة
E) الكريات الحمراء أكثر من 50 بالساحة","In purulent pleural effusions, all of the following are true in pleural fluid examination except:
A) Albumin >30 g/L
B) Glucose 15 mg/100 mL
C) LDH 2000 units/100 mL
D) White blood cells <10µL
E) Red blood cells >50µL",D,D,E,Y4,both_wrong
3551,"يتميز التهاب الجسم الهدبي الحاد بما يلي ما عدا:
A) تمتلئ الغرفة الخلفية بالنتحة الالتهابية
B) ترسبات على اندوتليوم القرنية مثلثية الشكل
C) زيادة إفراز الخلط المائي
D) يمكن أن يحدث انفصال الشبكية
E) يمكن أن يتشكل خلف العدسة غشاء هدبي","Acute ciliary body inflammation is characterized by all of the following except:
A) The posterior chamber is filled with inflammatory exudate
B) Triangular deposits are present on the corneal endothelium
C) Increased secretion of aqueous humor
D) Retinal detachment may occur
E) A retrolensular membrane may form",D,D,C,Y5,both_wrong
3790,"إن معدل التصفية الكلوية للكرياتينين عند رجل عمره 40 سنة ومستوى كرياتينين الدم 1 ملغ دل و وزنه ۷۲ كغ مقدرة بـ مل / د هي :
A) 80
B) 100
C) 120
D) 140 .
E) كل ماسبق خطا","The renal clearance rate of creatinine in a 40-year-old man with a serum creatinine level of 1 mg/dL and a weight of 72 kg, measured in mL/min, is:
A) 80
B) 100
C) 120
D) 140
E) All of the above are incorrect",C,C,B,Y3,both_wrong
3536,"يتميز فوق المآق بما يلي:
A) يترافق مع حول وحشي كاذب
B) يكثر في العرق الأسود
C) غالباً ما يحتاج لتداخل جراحي لإصلاحه
D) يترافق مع نقس تطور جذر الأنف
E) كل ما سبق خطأ","The following characteristics of supraorbital strabismus are present:
A) It is associated with pseudo-exotropia
B) It is more common in Black people
C) It often requires surgical intervention for correction
D) It is associated with rhinorrhea
E) All of the above are incorrect",E,C,D,Y5,both_wrong
3799,"اشر الى العبارة الخطا حول التأثيرات الضارة للأدوية في أثناء الحمل
A) يستفاد من مركب الايترينات في معالجة داء الصدف خاج فترة الحمل ولكنه يسبب الاجهاض
B) يستفاد من مركب تريتينوين بن معالجة حب الشباب خارج فترة الحمل ويحضر بشكل اقراص عن طريق الفم
C) يستفاد من مركب تري ميثاديون في معالجة الصرع الصغير خارج فترة الحمل ولكنه يسبب تشوهات في تطور الوجه والقحف
D) والجملة العصبية المركزية في أثناء الحمل يستفاد من مركب سيكلامات كمادة محلية خارج فترة الحمل ولكنه يسبب سرطان المثانة عند الجنين
E) تسبب موانع الحمل الفموية عند تناولها في اثناء الحمل سرطان الكبد عند الجنين","Indicate the incorrect statement regarding the harmful effects of medications during pregnancy:

A) Etrinate is used to treat psoriasis outside of pregnancy, but it causes miscarriage.

B) Tretinoin is used to treat acne outside of pregnancy and is available in tablet form for oral administration.

C) Trimethadione is used to treat petit malformations outside of pregnancy, but it causes facial and cranial malformations.

D) Cyclamate is used as a local anesthetic outside of pregnancy, but it causes bladder cancer in the fetus.

E) Oral contraceptives, when taken during pregnancy, cause liver cancer in the fetus.",E,E,B,Y3,both_wrong
1209,"ينقص كل من المحضرات التالية معدل الستقالب الدماغي والتوتر داخل القحف:
A) االيثوميدات
B) الكيتامين
C) الثيوبنتال
D) البروبوفول
E) دروبيريدول","The following preparations decrease cerebral metabolic rate and intracranial pressure:
A) Ethiomides
B) Ketamine
C) Thiopental
D) Propofol
E) Droperidol",C,C,B,Y4,both_wrong
2597,"القوى التي تكفل تماسك النواة وتكون من 1.2 إلى 0.6 فرمي هي:
A) قوى التنافر الشديد القصيرة المدى
B) قوى التأثير الضعيف القصيرة المدى
C) قوى التنافر الكهرطيسية التدافعية
D) . A,B","The forces that hold the nucleus together, ranging from 1.2 to 0.6 Fr, are:
A) Short-range strong repulsive forces
B) Short-range weak intermolecular forces
C) Electromagnetic repulsive forces
D) A,B",B,D,A,Y3,both_wrong
2377,"هناك علاقة وثيقة بينظاهرتي الانعكاس والانكسار يمكن التعبير عنها بقوانين ... التي تعتمد على ....:
A) اينشتاين – اطوال الموجات
B) نيوتن – ثخانة الموجات
C) فرنل –قرائن الانكسار
D) A,C","There is a close relationship between the phenomena of reflection and refraction, which can be expressed by the laws of... which depend on...:
A) Einstein – Wavelengths
B) Newton – Wave Thickness
C) Fresnel – Refractive Indices
D) A,C",D,D,A,Y3,both_wrong
2985,"يمكن تفسير ثنائية الإصدار في طيف بخار الصوديوم بالاعتماد على :
A) النظرية الذرية
B) العدد الكمومي المداري الثانوي
C) العدد الكمومي المداري المغنطيسي
D) العدد الكمومي السيني","The duality of emission in the sodium vapor spectrum can be explained by:
A) Atomic theory
B) Secondary orbital quantum number
C) Magnetic orbital quantum number
D) X quantum number",D,B,A,Y3,both_wrong
3780,"مع وجود استطباب لوصف أحد حاصرات عند الرياضين يفضل وصف المركب :
A) بروبرانولول.
B) بندولول.
C) بيسوبرولول.
D) أثينولول.
E) كل ماسبق خطأ.","When a blocker is indicated for athletes, the following compound is preferred:
A) Propranolol

B) Panadolol

C) Bisoprolol

D) Athenolol

E) All of the above are incorrect.",C,A,B,Y3,both_wrong
1246,"الميدازولام:
A) A. مفيد في ضبط الاختلاجات الصرعية
B) B. ينافس البربوفول في سرعة تنويم المريض
C) C. قليل الانحلال بالدسم
D) D. محرض للبورفيريا
E) E. يسبب حالة من التخدير الإنفصالي","Midazolam:
A) Useful in controlling epileptic seizures
B) Competes with propofol in the speed of inducing sleep
C) Slightly lipid-soluble
D) Induces porphyria
E) Causes dissociative anesthesia",D,B,A,Y4,both_wrong
3463,"قد تخفي جرحا صلبيا
A) جروح الجسم البلوري
B) جروح الصلبة
C) جروح القرنية
D) جروح الملتحمة","It may conceal a sclera wound:
A) Crystalloid wounds
B) Sclera wounds
C) Corneal wounds
D) Conjunctival wounds",C,C,D,Y5,both_wrong
4877,"امرأة مسنة عمرها 30 سنة تشكو آلام مفصلية مع وهن عضلي الفحص الفيزيائي كان طبيعياً الروتين الدموي أظهر النتائج التالية: الخضاب الدموي طبيعي، وظائف الكلية البولة والكرياتنين سوية، كالسيوم المصل 11-12 ملغ / دل، أي الحالات التالية لا تتناسب مع حالة المريضة:
A) وجود الميوغلوبين في البول.
B) عيار الهرمون PTH مرتفع في المصل.
C) اطراح الكالسيوم في البول مرتفع.
D) قد تشاهد أورام بنكرياسية.
E) قد تشاهد أورام نخامية.","A 30-year-old woman presented with joint pain and muscle weakness. Her physical examination was normal. Her blood work showed the following results: normal hemoglobin, normal renal function (uria and creatinine), and serum calcium 11-12 mg/dL. Which of the following is inconsistent with this patient's condition?

A) Myoglobinuria.

B) Elevated serum PTH.

C) Elevated urinary calcium excretion.

D) Pancreatic tumors may be present.

E) Pituitary tumors may be present.",E,A,C,Y4,both_wrong
